Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,4.812000,4.899000,4.753000,4.853000,4.853000,664
2003-02-01,4.828000,4.911000,4.503000,4.585000,4.585000,12917
2003-03-01,4.580000,4.690000,4.346000,4.461000,4.461000,1142
2003-04-01,4.433000,4.660000,4.398000,4.638000,4.638000,30516
2003-05-01,4.655000,4.880000,4.526000,4.526000,4.526000,1743
2003-06-01,4.501000,4.650000,4.463000,4.557000,4.557000,48527
2003-07-01,4.550000,5.190000,4.525000,5.116000,5.116000,2646
2003-08-01,5.093000,5.180000,4.820000,5.109000,5.109000,30569
2003-09-01,5.135000,5.365000,4.970000,5.137000,5.137000,3455
2003-10-01,5.100000,5.187000,4.805000,5.059000,5.059000,384
2003-11-01,4.921000,5.411000,4.921000,5.355000,5.355000,64790
2003-12-01,5.360000,5.983000,5.355000,5.953000,5.953000,3554
2004-01-01,6.200000,6.670000,6.150000,6.246000,6.246000,493
2004-02-01,6.040000,6.780000,6.040000,6.696000,6.696000,51562
2004-03-01,6.700000,7.936000,6.570000,7.936000,7.936000,4924
2004-04-01,8.075000,8.211000,5.545000,6.078000,6.078000,47847
2004-05-01,6.070000,6.190000,5.495000,6.105000,6.105000,1984
2004-06-01,6.050000,6.173000,5.628000,5.776000,5.776000,37484
2004-07-01,5.835000,6.750000,5.830000,6.550000,6.550000,4490
2004-08-01,6.610000,6.900000,6.519000,6.771000,6.771000,34475
2004-09-01,6.735000,6.916000,6.065000,6.916000,6.916000,2726
2004-10-01,6.918000,7.361000,6.740000,7.292000,7.292000,752
2004-11-01,7.317000,7.820000,7.007000,7.723000,7.723000,54265
2004-12-01,7.715000,8.190000,6.600000,6.807000,6.807000,3966
2005-01-01,6.740000,6.890000,6.415000,6.737000,6.737000,489
2005-02-01,6.720000,7.517000,6.520000,7.359000,7.359000,60139
2005-03-01,7.345000,7.640000,6.860000,7.191000,7.191000,4205
2005-04-01,6.990000,7.333000,6.902000,6.902000,6.902000,4105
2005-05-01,6.925000,7.444000,6.770000,7.444000,7.444000,4553
